protein_id,symbol,description,entrez_id,ensembl,subcell_loc,passed_filter,protein_cluster,median_npeptides_quantification,prop_samples_expr
Q9BZV1,UBXN6,RecName: Full=UBX domain-containing protein 6; AltName: Full=UBX domain-containing protein 1,80700,ENSG00000167671,Cytoplasm,TRUE,1,9,1
O94888,UBXN7,RecName: Full=UBX domain-containing protein 7,26043,ENSG00000163960,Nucleus,TRUE,5,8,0.9841269841269841
O00124,UBXN8,UBX domain-containing protein 8,7993,ENSG00000104691,Endoplasmic reticulum membrane,FALSE,NA,1,0.5238095238095238
P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,7345,ENSG00000154277,Cytoplasm,TRUE,7,22,1
P15374,UCHL3,RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3; Short=UCH-L3; EC=3.4.19.12; AltName: Full=Ubiquitin thioesterase L3,7347,ENSG00000118939,Cytoplasm,TRUE,8,18,1
Q9Y5K5,UCHL5,RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L5; Short=UCH-L5; EC=3.4.19.12; AltName: Full=Ubiquitin C-terminal hydrolase UCH37; AltName: Full=Ubiquitin thioesterase L5,51377,ENSG00000116750,Cytoplasm,TRUE,8,17,0.9841269841269841
Q9HA47,UCK1,RecName: Full=Uridine-cytidine kinase 1; Short=UCK 1; EC=2.7.1.48; AltName: Full=Cytidine monophosphokinase 1; AltName: Full=Uridine monophosphokinase 1,83549,ENSG00000130717,NA,FALSE,NA,1,0
Q9BZX2,UCK2,RecName: Full=Uridine-cytidine kinase 2; Short=UCK 2; EC=2.7.1.48; AltName: Full=Cytidine monophosphokinase 2; AltName: Full=Testis-specific protein TSA903; AltName: Full=Uridine monophosphokinase 2,7371,ENSG00000143179,NA,TRUE,3,4,0.7936507936507936
Q9NWZ5,UCKL1,RecName: Full=Uridine-cytidine kinase-like 1; EC=2.7.1.48,54963,ENSG00000198276,Cytoplasm,FALSE,NA,1,0.3968253968253968
P55089,UCN,Urocortin,7349,ENSG00000163794,Secreted,FALSE,NA,1,0
P25874,UCP1,Mitochondrial brown fat uncoupling protein 1,7350,ENSG00000109424,Mitochondrion inner membrane,FALSE,NA,1,0.1746031746031746
Q8IX04,UEVLD,RecName: Full=Ubiquitin-conjugating enzyme E2 variant 3; Short=UEV-3; AltName: Full=EV and lactate/malate dehydrogenase domain-containing protein,55293,ENSG00000151116,NA,FALSE,NA,3,0.873015873015873
Q9Y3C8,UFC1,RecName: Full=Ubiquitin-fold modifier-conjugating enzyme 1; Short=Ufm1-conjugating enzyme 1,51506,ENSG00000143222,NA,TRUE,6,10,1
Q92890,UFD1,Ubiquitin fusion degradation protein 1 homolog,7353,ENSG00000070010,Nucleus,TRUE,2,13,1
O94874,UFL1,RecName: Full=E3 UFM1-protein ligase 1; EC=6.3.2.-; AltName: Full=LZAP-binding protein,23376,ENSG00000014123,Endoplasmic reticulum,TRUE,6,21,1
P61960,UFM1,RecName: Full=Ubiquitin-fold modifier 1; Flags: Precursor,51569,ENSG00000120686,Nucleus,TRUE,6,8,1
Q6NVU6,UFSP1,Inactive Ufm1-specific protease 1,402682,ENSG00000176125,NA,FALSE,NA,1,0
Q9NUQ7,UFSP2,RecName: Full=Ufm1-specific protease 2; Short=UfSP2; EC=3.4.22.-,55325,ENSG00000109775,Cytoplasm,FALSE,NA,3,0.7777777777777778
Q16739,UGCG,RecName: Full=Ceramide glucosyltransferase; EC=2.4.1.80; AltName: Full=GLCT-1; AltName: Full=Glucosylceramide synthase; Short=GCS; AltName: Full=UDP-glucose ceramide glucosyltransferase; AltName: Full=UDP-glucose:N-acylsphingosine D-glucosyltransfera,7357,ENSG00000148154,Golgi apparatus membrane,FALSE,NA,1,0.1111111111111111
O60701,UGDH,UDP-glucose 6-dehydrogenase,7358,ENSG00000109814,NA,TRUE,6,85,1
Q9NYU2,UGGT1,RecName: Full=UDP-glucose:glycoprotein glucosyltransferase 1; Short=UGT1; Short=hUGT1; EC=2.4.1.-; AltName: Full=UDP--Glc:glycoprotein glucosyltransferase; AltName: Full=UDP-glucose ceramide glucosyltransferase-like 1; Flags: Precursor,56886,ENSG00000136731,Endoplasmic reticulum lumen,TRUE,4,64,1
Q9NYU1,UGGT2,RecName: Full=UDP-glucose:glycoprotein glucosyltransferase 2; Short=UGT2; Short=hUGT2; EC=2.4.1.-; AltName: Full=UDP--Glc:glycoprotein glucosyltransferase 2; AltName: Full=UDP-glucose ceramide glucosyltransferase-like 1; Flags: Precursor,55757,ENSG00000102595,Endoplasmic reticulum lumen,FALSE,NA,1,0.3333333333333333
Q16851,UGP2,RecName: Full=UTP--glucose-1-phosphate uridylyltransferase; EC=2.7.7.9; AltName: Full=UDP-glucose pyrophosphorylase; Short=UDPGP; Short=UGPase,7360,ENSG00000169764,Cytoplasm,TRUE,4,38,1
P22309,UGT1A1,UDP-glucuronosyltransferase 1-1,54658,ENSG00000241635,Endoplasmic reticulum membrane,FALSE,NA,3,0.015873015873015872
Q9HAW8,UGT1A10,UDP-glucuronosyltransferase 1-10,54575,ENSG00000242515,Microsome,TRUE,6,5,0.7777777777777778
P35503,UGT1A3,UDP-glucuronosyltransferase 1-3,54659,ENSG00000243135,Endoplasmic reticulum membrane,FALSE,NA,1,0
P19224,UGT1A6,UDP-glucuronosyltransferase 1-6,54578,ENSG00000167165,Microsome,TRUE,6,6,0.7936507936507936
Q9HAW7,UGT1A7,UDP-glucuronosyltransferase 1-7,54577,ENSG00000244122,Microsome,FALSE,NA,1,0
Q9HAW9,UGT1A8,UDP-glucuronosyltransferase 1-8,54576,ENSG00000242366,Microsome,FALSE,NA,1,0.1111111111111111
Q6UWM9,UGT2A3,UDP-glucuronosyltransferase 2A3,79799,ENSG00000135220,Membrane,FALSE,NA,1,0
P36537,UGT2B10,UDP-glucuronosyltransferase 2B10,7365,ENSG00000109181,Microsome membrane,FALSE,NA,1,0
P54855,UGT2B15,UDP-glucuronosyltransferase 2B15,7366,ENSG00000196620,Microsome membrane,FALSE,NA,1,0
O75795,UGT2B17,UDP-glucuronosyltransferase 2B17,7367,ENSG00000197888,Microsome membrane,FALSE,NA,1,0
Q9BY64,UGT2B28,UDP-glucuronosyltransferase 2B28,54490,ENSG00000135226,Microsome membrane,FALSE,NA,1,0
Q16880,UGT8,RecName: Full=2-hydroxyacylsphingosine 1-beta-galactosyltransferase; EC=2.4.1.45; AltName: Full=Ceramide UDP-galactosyltransferase; AltName: Full=Cerebroside synthase; AltName: Full=UDP-galactose-ceramide galactosyltransferase; Flags: Precursor,7368,ENSG00000174607,Membrane,FALSE,NA,1,0.1746031746031746
Q8TAS1,UHMK1,Serine/threonine-protein kinase Kist,127933,NA,Nucleus,FALSE,NA,1,0.031746031746031744
Q96T88,UHRF1,E3 ubiquitin-protein ligase UHRF1,29128,ENSG00000276043,Nucleus,TRUE,3,9,0.9206349206349206
Q6BDS2,UHRF1BP1,RecName: Full=UHRF1-binding protein 1; AltName: Full=ICBP90-binding protein 1; AltName: Full=Ubiquitin-like containing PHD and RING finger domains 1-binding protein 1,54887,ENSG00000065060,NA,FALSE,NA,1,0.5555555555555556
A0JNW5,UHRF1BP1L,RecName: Full=UHRF1-binding protein 1-like,23074,ENSG00000111647,"Cytoplasm, cytosol",FALSE,NA,1,0.4444444444444444
Q96PU4,UHRF2,RecName: Full=E3 ubiquitin-protein ligase UHRF2; EC=6.3.2.-; AltName: Full=Np95/ICBP90-like RING finger protein; Short=Np95-like RING finger protein; AltName: Full=Nuclear protein 97; AltName: Full=Nuclear zinc finger protein Np97; AltName: Full=RING,115426,ENSG00000147854,Nucleus,FALSE,NA,1.5,0.36507936507936506
Q96RL1,UIMC1,RecName: Full=BRCA1-A complex subunit RAP80; AltName: Full=Receptor-associated protein 80; AltName: Full=Retinoid X receptor-interacting protein 110; AltName: Full=Ubiquitin interaction motif-containing protein 1,51720,ENSG00000087206,Nucleus,FALSE,NA,2,0.5555555555555556
Q9BZM6,ULBP1,UL16-binding protein 1,80329,ENSG00000111981,Cell membrane,FALSE,NA,1,0.015873015873015872
Q9BZM5,ULBP2,RecName: Full=UL16-binding protein 2; AltName: Full=ALCAN-alpha; AltName: Full=NKG2D ligand 2; Short=N2DL-2; Short=NKG2DL2; AltName: Full=Retinoic acid early transcript 1H; Flags: Precursor,80328,ENSG00000131015,Cell membrane,FALSE,NA,1,0.31746031746031744
Q9BZM4,ULBP3,NKG2D ligand 3,79465,ENSG00000131019,Cell membrane,FALSE,NA,1,0.047619047619047616
O75385,ULK1,RecName: Full=Serine/threonine-protein kinase ULK1; EC=2.7.11.1; AltName: Full=Autophagy-related protein 1 homolog; Short=ATG1; Short=hATG1; AltName: Full=Unc-51-like kinase 1,8408,ENSG00000177169,"Cytoplasm, cytosol",FALSE,NA,1,0.2857142857142857
Q8IYT8,ULK2,Serine/threonine-protein kinase ULK2,9706,ENSG00000083290,Cytoplasmic vesicle membrane,FALSE,NA,1,0
Q6PHR2,ULK3,RecName: Full=Serine/threonine-protein kinase ULK3; EC=2.7.11.1; AltName: Full=Unc-51-like kinase 3,25989,NA,Cytoplasm,FALSE,NA,1,0.6349206349206349
Q96C45,ULK4,Serine/threonine-protein kinase ULK4,54986,ENSG00000168038,NA,FALSE,NA,1,0.031746031746031744
C9J7I0,UMAD1,UBAP1-MVB12-associated (UMA)-domain containing protein 1,729852,ENSG00000219545,NA,FALSE,NA,1,0.07936507936507936
P07911,UMOD,Uromodulin,7369,ENSG00000169344,Apical cell membrane,FALSE,NA,3,0.047619047619047616
Q5DID0,UMODL1,Uromodulin-like 1,89766,ENSG00000177398,Cell membrane,FALSE,NA,1,0.015873015873015872
P11172,UMPS,Uridine 5'-monophosphate synthase,7372,ENSG00000114491,NA,TRUE,3,20,1
Q13432,UNC119,RecName: Full=Protein unc-119 homolog A; AltName: Full=Retinal protein 4; Short=hRG4,9094,ENSG00000109103,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",FALSE,NA,1,0.42857142857142855
A6NIH7,UNC119B,RecName: Full=Protein unc-119 homolog B,84747,ENSG00000175970,"Cell projection, cilium",FALSE,NA,2,0.6190476190476191
Q9UPW8,UNC13A,Protein unc-13 homolog A,23025,ENSG00000130477,Cytoplasm,FALSE,NA,1,0
O14795,UNC13B,RecName: Full=Protein unc-13 homolog B; AltName: Full=Munc13-2; Short=munc13,10497,ENSG00000198722,Cytoplasm,FALSE,NA,1,0.25396825396825395
Q8NB66,UNC13C,Protein unc-13 homolog C,440279,ENSG00000137766,Cytoplasm,FALSE,NA,1,0.031746031746031744
Q70J99,UNC13D,Protein unc-13 homolog D,201294,ENSG00000092929,Cytoplasm,TRUE,4,13,0.9841269841269841
Q9H3U1,UNC45A,RecName: Full=Protein unc-45 homolog A; Short=Unc-45A; AltName: Full=GCUNC-45; AltName: Full=Smooth muscle cell-associated protein 1; Short=SMAP-1,55898,ENSG00000140553,Cytoplasm,TRUE,6,22,1
Q8IWX7,UNC45B,Protein unc-45 homolog B,146862,ENSG00000141161,"Cytoplasm, cytosol",FALSE,NA,1,0.07936507936507936
Q53HI1,UNC50,RecName: Full=Protein unc-50 homolog; AltName: Full=Periodontal ligament-specific protein 22; Short=PDLs22; AltName: Full=Protein GMH1 homolog; Short=hGMH1; AltName: Full=Uncoordinated-like protein,25972,ENSG00000115446,Nucleus inner membrane,FALSE,NA,1,0.031746031746031744
Q6ZN44,UNC5A,Netrin receptor UNC5A,90249,ENSG00000113763,Cell membrane,FALSE,NA,1,0
Q8IZJ1,UNC5B,RecName: Full=Netrin receptor UNC5B; AltName: Full=Protein unc-5 homolog 2; AltName: Full=Protein unc-5 homolog B; AltName: Full=p53-regulated receptor for death and life protein 1 {ECO:0000303|PubMed:12598906}; Short=p53RDL1 {ECO:0000303|PubMed:1259,219699,ENSG00000107731,Cell membrane,FALSE,NA,1,0.19047619047619047
O95185,UNC5C,Netrin receptor UNC5C,8633,ENSG00000182168,Cell membrane,FALSE,NA,1,0.015873015873015872
Q8IV45,UNC5CL,UNC5C-like protein,222643,ENSG00000124602,Membrane,FALSE,NA,1,0.047619047619047616
Q6UXZ4,UNC5D,Netrin receptor UNC5D,137970,ENSG00000156687,Cell membrane,FALSE,NA,1,0
Q9P2D8,UNC79,RecName: Full=Protein unc-79 homolog,57578,ENSG00000133958,Membrane,FALSE,NA,1,0.047619047619047616
Q8N2C7,UNC80,RecName: Full=Protein unc-80 homolog,285175,ENSG00000144406,Membrane,FALSE,NA,1,0.015873015873015872
Q9H1C4,UNC93B1,RecName: Full=Protein unc-93 homolog B1; Short=Unc-93B1; Short=hUNC93B1,81622,ENSG00000110057,Endoplasmic reticulum membrane,FALSE,NA,1,0.5238095238095238
P13051,UNG,RecName: Full=Uracil-DNA glycosylase; Short=UDG; EC=3.2.2.27,7374,ENSG00000076248,Mitochondrion,FALSE,NA,4,0.746031746031746
Q9C0B0,UNK,RecName: Full=RING finger protein unkempt homolog; AltName: Full=Zinc finger CCCH domain-containing protein 5,85451,ENSG00000132478,Cytoplasm,FALSE,NA,2,0.6349206349206349
Q9H9P5,UNKL,Putative E3 ubiquitin-protein ligase UNKL,64718,ENSG00000059145,Cytoplasm,FALSE,NA,1,0
Q6UXR6,UNQ6494/PRO21346,Putative uncharacterized protein UNQ6494/PRO21346,NA,NA,Secreted,FALSE,NA,1,0.015873015873015872
Q6UXU0,UNQ9165/PRO28630,Putative uncharacterized protein UNQ9165/PRO28630,NA,NA,Secreted,FALSE,NA,1,0.015873015873015872
Q92900,UPF1,Regulator of nonsense transcripts 1,5976,ENSG00000005007,Cytoplasm,TRUE,2,55,1
Q9HAU5,UPF2,RecName: Full=Regulator of nonsense transcripts 2; AltName: Full=Nonsense mRNA reducing factor 2; AltName: Full=Up-frameshift suppressor 2 homolog; Short=hUpf2,26019,ENSG00000151461,"Cytoplasm, perinuclear region",TRUE,3,7,0.9841269841269841
Q9H1J1,UPF3A,RecName: Full=Regulator of nonsense transcripts 3A; AltName: Full=Nonsense mRNA reducing factor 3A; AltName: Full=Up-frameshift suppressor 3 homolog A; Short=hUpf3,65110,ENSG00000169062,Nucleus,FALSE,NA,1,0.09523809523809523
Q9BZI7,UPF3B,RecName: Full=Regulator of nonsense transcripts 3B; AltName: Full=Nonsense mRNA reducing factor 3B; AltName: Full=Up-frameshift suppressor 3 homolog B; Short=hUpf3B; AltName: Full=Up-frameshift suppressor 3 homolog on chromosome X; Short=hUpf3p-X,65109,ENSG00000125351,Nucleus,FALSE,NA,2,0.7936507936507936
O00322,UPK1A,Uroplakin-1a,11045,ENSG00000105668,Membrane,FALSE,NA,3.5,0.09523809523809523
O75841,UPK1B,Uroplakin-1b,7348,ENSG00000114638,Membrane,FALSE,NA,4,0.6825396825396826
O00526,UPK2,Uroplakin-2,7379,ENSG00000110375,Cell membrane,FALSE,NA,2.5,0.07936507936507936
O75631,UPK3A,Uroplakin-3a,7380,ENSG00000100373,Endoplasmic reticulum membrane,FALSE,NA,3,0.047619047619047616
Q9BT76,UPK3B,RecName: Full=Uroplakin-3b; Short=UP3b; AltName: Full=Uroplakin IIIb; Short=UPIIIb; AltName: Full=p35; Flags: Precursor,105375355,ENSG00000243566,Cell membrane,FALSE,NA,2,0.2857142857142857
E5RIL1,UPK3BL2,RecName: Full=Uroplakin-3b-like protein 2 {ECO:0000305}; Flags: Precursor,100134938,ENSG00000284981,Membrane,FALSE,NA,2,0.2857142857142857
Q16831,UPP1,RecName: Full=Uridine phosphorylase 1; Short=UPase 1; Short=UrdPase 1; EC=2.4.2.3,7378,ENSG00000183696,NA,TRUE,2,6,0.7936507936507936
O95045,UPP2,Uridine phosphorylase 2,151531,ENSG00000007001,NA,FALSE,NA,1,0.015873015873015872
Q96BW1,UPRT,RecName: Full=Uracil phosphoribosyltransferase homolog,139596,ENSG00000094841,Cytoplasm,FALSE,NA,1,0.1746031746031746
Q9NVA1,UQCC1,RecName: Full=Ubiquinol-cytochrome-c reductase complex assembly factor 1; AltName: Full=Basic FGF-repressed Zic-binding protein; Short=bFGF-repressed Zic-binding protein; Short=bFZb; AltName: Full=Ubiquinol-cytochrome c reductase complex chaperone CB,55245,ENSG00000101019,Mitochondrion inner membrane,FALSE,NA,1.5,0.6984126984126984
Q9BRT2,UQCC2,RecName: Full=Ubiquinol-cytochrome-c reductase complex assembly factor 2; AltName: Full=Breast cancer-associated protein SGA-81M; AltName: Full=Mitochondrial nucleoid factor 1; AltName: Full=Mitochondrial protein M19; Flags: Precursor,84300,ENSG00000137288,"Mitochondrion matrix, mitochondrion nucleoid",TRUE,5,5,1
Q6UW78,UQCC3,RecName: Full=Ubiquinol-cytochrome-c reductase complex assembly factor 3 {ECO:0000312|HGNC:HGNC:34399}; AltName: Full=Assembly factor CBP4 homolog {ECO:0000303|PubMed:25008109},790955,ENSG00000204922,Mitochondrion inner membrane,FALSE,NA,1,0.20634920634920634
Q9UDW1,UQCR10,RecName: Full=Cytochrome b-c1 complex subunit 9; AltName: Full=Complex III subunit 9; AltName: Full=Complex III subunit X; AltName: Full=Cytochrome c1 non-heme 7 kDa protein; AltName: Full=Ubiquinol-cytochrome c reductase complex 7.2 kDa protein,29796,ENSG00000184076,Mitochondrion inner membrane,TRUE,6,3,0.8888888888888888
O14957,UQCR11,Cytochrome b-c1 complex subunit 10,10975,ENSG00000127540,Mitochondrion inner membrane,FALSE,NA,1,0.031746031746031744
P14927,UQCRB,RecName: Full=Cytochrome b-c1 complex subunit 7; AltName: Full=Complex III subunit 7; AltName: Full=Complex III subunit VII; AltName: Full=QP-C; AltName: Full=Ubiquinol-cytochrome c reductase complex 14 kDa protein,7381,ENSG00000156467,Mitochondrion inner membrane,TRUE,6,14,1
P31930,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial",7384,ENSG00000010256,Mitochondrion inner membrane,TRUE,1,58,1
P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",7385,ENSG00000140740,Mitochondrion inner membrane,TRUE,1,41,1
P47985,UQCRFS1,"RecName: Full=Cytochrome b-c1 complex subunit Rieske, mitochondrial; EC=1.10.2.2; AltName: Full=Complex III subunit 5; AltName: Full=Cytochrome b-c1 complex subunit 5; AltName: Full=Rieske iron-sulfur protein; Short=RISP; AltName: Full=Ubiquinol-cyto",7386,ENSG00000169021,Mitochondrion inner membrane,TRUE,1,4,0.9841269841269841
P0C7P4,UQCRFS1P1,RecName: Full=Putative cytochrome b-c1 complex subunit Rieske-like protein 1; AltName: Full=Ubiquinol-cytochrome c reductase Rieske iron-sulfur subunit pseudogene 1,NA,NA,Membrane,FALSE,NA,1,0
P07919,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial",7388,ENSG00000173660,Mitochondrion inner membrane,TRUE,8,7,0.9841269841269841
O14949,UQCRQ,RecName: Full=Cytochrome b-c1 complex subunit 8; AltName: Full=Complex III subunit 8; AltName: Full=Complex III subunit VIII; AltName: Full=Ubiquinol-cytochrome c reductase complex 9.5 kDa protein; AltName: Full=Ubiquinol-cytochrome c reductase compl,27089,ENSG00000164405,Mitochondrion inner membrane,TRUE,1,6,1
O60287,URB1,RecName: Full=Nucleolar pre-ribosomal-associated protein 1; AltName: Full=Nucleolar protein 254 kDa; AltName: Full=URB1 ribosome biogenesis 1 homolog,9875,ENSG00000142207,"Nucleus, nucleolus",FALSE,NA,3,0.5396825396825397
Q14146,URB2,RecName: Full=Unhealthy ribosome biogenesis protein 2 homolog,9816,ENSG00000135763,"Nucleus, nucleolus",FALSE,NA,3,0.746031746031746
Q8TCY9,URGCP,RecName: Full=Up-regulator of cell proliferation; AltName: Full=HBV X protein up-regulated gene 4 protein; AltName: Full=HBxAg up-regulated gene 4 protein,55665,ENSG00000106608,Cytoplasm,FALSE,NA,2,0.7301587301587301
O94763,URI1,RecName: Full=Unconventional prefoldin RPB5 interactor 1; AltName: Full=Protein NNX3; AltName: Full=Protein phosphatase 1 regulatory subunit 19; AltName: Full=RNA polymerase II subunit 5-mediating protein; Short=RPB5-mediating protein,8725,ENSG00000105176,Nucleus,FALSE,NA,3,0.9365079365079365
Q9BTM9,URM1,RecName: Full=Ubiquitin-related modifier 1 homolog,81605,ENSG00000167118,Cytoplasm,FALSE,NA,2,0.36507936507936506
Q96N76,UROC1,Urocanate hydratase,131669,ENSG00000159650,NA,FALSE,NA,1,0
P06132,UROD,Uroporphyrinogen decarboxylase,7389,ENSG00000126088,Cytoplasm,TRUE,5,14,1
P10746,UROS,RecName: Full=Uroporphyrinogen-III synthase; Short=UROIIIS; Short=UROS; EC=4.2.1.75; AltName: Full=Hydroxymethylbilane hydrolyase [cyclizing]; AltName: Full=Uroporphyrinogen-III cosynthase,7390,ENSG00000188690,NA,FALSE,NA,1,0.7936507936507936
Q9BQ65,USB1,U6 snRNA phosphodiesterase,79650,ENSG00000103005,Nucleus,FALSE,NA,1,0
Q9NZ43,USE1,RecName: Full=Vesicle transport protein USE1; AltName: Full=Putative MAPK-activating protein PM26; AltName: Full=USE1-like protein; AltName: Full=p31,55850,ENSG00000053501,Endoplasmic reticulum membrane,FALSE,NA,2,0.8253968253968254
P22415,USF1,Upstream stimulatory factor 1,7391,ENSG00000158773,Nucleus,FALSE,NA,2,0.9047619047619048
Q15853,USF2,RecName: Full=Upstream stimulatory factor 2; AltName: Full=Class B basic helix-loop-helix protein 12; Short=bHLHb12; AltName: Full=FOS-interacting protein; Short=FIP; AltName: Full=Major late transcription factor 2; AltName: Full=Upstream transcripti,7392,ENSG00000105698,Nucleus,FALSE,NA,1,0.3492063492063492
Q68DE3,USF3,Basic helix-loop-helix domain-containing protein KIAA2018,205717,ENSG00000176542,Nucleus,FALSE,NA,1,0.015873015873015872
Q9Y6N9,USH1C,Harmonin,10083,ENSG00000006611,"Cytoplasm, cytosol",FALSE,NA,1,0
Q495M9,USH1G,Usher syndrome type-1G protein,124590,ENSG00000182040,"Cytoplasm, cytosol",FALSE,NA,1,0
O75445,USH2A,Usherin,7399,ENSG00000042781,"Cell projection, stereocilium membrane",FALSE,NA,1,0.07936507936507936
Q8N6Y0,USHBP1,RecName: Full=Usher syndrome type-1C protein-binding protein 1; Short=USH1C-binding protein 1; AltName: Full=AIE-75-binding protein; AltName: Full=MCC-2; AltName: Full=Mutated in colon cancer protein 2,83878,ENSG00000130307,NA,FALSE,NA,1,0
Q96IX5,USMG5,Up-regulated during skeletal muscle growth protein 5,84833,ENSG00000173915,Mitochondrion membrane,FALSE,NA,1,0.5238095238095238
O60763,USO1,General vesicular transport factor p115,8615,ENSG00000138768,"Cytoplasm, cytosol",TRUE,6,40,1
O94782,USP1,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 1; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 1; Short=hUBP; AltName: Full=Ubiquitin thioesterase 1; AltName: Full=Ubiquitin-specific-processing protease 1,7398,ENSG00000162607,Nucleus,FALSE,NA,1,0.09523809523809523
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,9100,ENSG00000103194,Cytoplasm,TRUE,3,19,1
P51784,USP11,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 11; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 11; AltName: Full=Ubiquitin thioesterase 11; AltName: Full=Ubiquitin-specific-processing protease 11,8237,ENSG00000102226,Nucleus,TRUE,3,4,0.9682539682539683
O75317,USP12,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 12; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 12; AltName: Full=Ubiquitin thioesterase 12; AltName: Full=Ubiquitin-hydrolyzing enzyme 1; AltName: Full=Ubiquitin-specific-processing proteas,219333,ENSG00000152484,NA,FALSE,NA,1,0.015873015873015872
Q92995,USP13,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 13; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 13; AltName: Full=Isopeptidase T-3; Short=ISOT-3; AltName: Full=Ubiquitin thioesterase 13; AltName: Full=Ubiquitin-specific-processing proteas,8975,ENSG00000058056,NA,FALSE,NA,3,0.5238095238095238
P54578,USP14,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 14; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 14; AltName: Full=Ubiquitin thioesterase 14; AltName: Full=Ubiquitin-specific-processing protease 14,9097,ENSG00000101557,Cytoplasm,TRUE,2,44,1
Q9Y4E8,USP15,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 15; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 15; AltName: Full=Ubiquitin thioesterase 15; AltName: Full=Ubiquitin-specific-processing protease 15; AltName: Full=Unph-2; AltName: Full=Unph,9958,ENSG00000135655,Cytoplasm,TRUE,4,25,1
Q9Y5T5,USP16,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 16 {ECO:0000255|HAMAP-Rule:MF_03062}; EC=3.4.19.12 {ECO:0000255|HAMAP-Rule:MF_03062}; AltName: Full=Deubiquitinating enzyme 16 {ECO:0000255|HAMAP-Rule:MF_03062}; AltName: Full=Ubiquitin thioesterase,10600,ENSG00000156256,Nucleus,FALSE,NA,3,0.6190476190476191
P0C7I0,USP17L8,Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 8,392188,ENSG00000237038,Nucleus,FALSE,NA,1,0
Q9UMW8,USP18,Ubl carboxyl-terminal hydrolase 18,11274,ENSG00000184979,Cytoplasm,FALSE,NA,1,0.031746031746031744
O94966,USP19,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 19; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 19; AltName: Full=Ubiquitin thioesterase 19; AltName: Full=Ubiquitin-specific-processing protease 19; AltName: Full=Zinc finger MYND domain-co,10869,ENSG00000172046,Endoplasmic reticulum membrane,TRUE,2,5,0.9365079365079365
O75604,USP2,Ubiquitin carboxyl-terminal hydrolase 2,9099,ENSG00000036672,Cytoplasm,FALSE,NA,1,0
Q9Y2K6,USP20,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 20; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 20; AltName: Full=Ubiquitin thioesterase 20; AltName: Full=Ubiquitin-specific-processing protease 20; AltName: Full=VHL-interacting deubiquiti,10868,ENSG00000136878,"Cytoplasm, perinuclear region",FALSE,NA,1,0.1746031746031746
Q9UPT9,USP22,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 22; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 22; AltName: Full=Ubiquitin thioesterase 22; AltName: Full=Ubiquitin-specific-processing protease 22,23326,ENSG00000124422,Nucleus,FALSE,NA,1,0.42857142857142855
Q9UPU5,USP24,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 24; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 24; AltName: Full=Ubiquitin thioesterase 24; AltName: Full=Ubiquitin-specific-processing protease 24,23358,ENSG00000162402,NA,TRUE,1,11,0.9682539682539683
Q9UHP3,USP25,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 25; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 25; AltName: Full=USP on chromosome 21; AltName: Full=Ubiquitin thioesterase 25; AltName: Full=Ubiquitin-specific-processing protease 25,29761,ENSG00000155313,Cytoplasm,FALSE,NA,2,0.5396825396825397
Q9BXU7,USP26,Ubiquitin carboxyl-terminal hydrolase 26,83844,ENSG00000134588,Nucleus,FALSE,NA,1,0
